Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Configuration,,,2018-11-29 05:07:55,2018-11-29 05:09:40,1m - 45.396s,FAILED
,,,,,,
Test Cases/Ulogin,,,2018-11-29 05:07:58,2018-11-29 05:09:40,1m - 41.714s,FAILED
openBrowser,,,2018-11-29 05:08:00,2018-11-29 05:09:40,1m - 39.593s,FAILED
,,,,,,
Test Cases/TC_08 Save Concept,,,2018-11-29 05:09:40,2018-11-29 05:09:40,0.697s,FAILED
click,,,2018-11-29 05:09:40,2018-11-29 05:09:40,0.170s,FAILED
